Rk,Cmp,Att,Cmp%,TotDist,Ast,xA,KP
2193,351,441,79.6,7223,1,0.4,7
2194,1163,1532,75.9,20425,7,4.6,56
2195,32,43,74.4,605,0,0.3,3
2196,280,341,82.1,4160,0,1.1,10
2197,136,168,81.0,3402,0,0.0,0
2198,590,775,76.1,11935,3,3.1,28
2199,331,403,82.1,5312,1,1.2,11
2200,356,490,72.7,6374,4,3.6,34
2201,2,2,100.0,36,0,0.0,0
2202,94,130,72.3,1468,0,0.5,5
2203,1252,1541,81.2,27996,1,0.5,7
2204,659,844,78.1,10760,5,3.6,22
2205,942,1112,84.7,15696,0,0.9,14
2206,451,516,87.4,9275,0,0.1,1
2207,373,471,79.2,6291,0,0.3,7
2208,746,1004,74.3,11226,10,7.1,54
2209,131,144,91.0,3153,0,0.0,0
2210,138,221,62.4,1983,0,1.6,8
2211,479,544,88.1,10028,0,0.0,0
2212,36,42,85.7,465,0,0.1,2
2213,96,130,73.8,3247,0,0.0,0
2214,890,1056,84.3,19255,1,0.1,2
2215,237,343,69.1,3696,0,1.5,12
2216,6,7,85.7,135,0,0.0,0
2217,480,588,81.6,8354,1,0.4,7
2218,127,179,70.9,1883,0,0.2,7
2219,253,368,68.8,3660,2,2.8,19
2220,191,250,76.4,3507,1,0.1,4
2221,202,269,75.1,3757,2,1.6,22
2222,558,683,81.7,10576,0,0.2,5
2223,93,125,74.4,1683,0,0.0,1
2224,290,379,76.5,4754,2,1.9,15
2225,168,208,80.8,2926,1,0.7,10
2226,7,8,87.5,109,0,0.0,0
2227,816,1007,81.0,15152,1,2.5,33
2228,297,410,72.4,6015,8,3.2,33
2229,45,55,81.8,821,0,0.0,0
2230,1298,1496,86.8,28022,0,0.0,1
2231,738,901,81.9,18350,0,0.1,4
2232,157,197,79.7,3629,1,0.1,1
2233,135,173,78.0,2207,0,0.3,4
2234,739,960,77.0,13923,1,1.3,25
2235,1348,1614,83.5,20379,16,9.0,67
2236,1699,1973,86.1,30907,3,2.5,34
2237,6,7,85.7,91,0,0.0,0
2238,592,681,86.9,13160,1,0.6,2
2239,138,187,73.8,2296,1,0.5,6
2240,1039,1313,79.1,20664,1,1.7,24
2241,734,1009,72.7,13914,1,1.0,15
2242,124,177,70.1,1567,1,0.3,7
2243,726,907,80.0,12400,4,3.1,29
2244,715,986,72.5,12022,3,4.0,43
2245,1117,1340,83.4,23147,1,0.9,10
2246,181,267,67.8,2776,0,0.9,14
2247,367,406,90.4,7234,0,0.1,2
2248,657,755,87.0,12629,0,0.4,5
2249,62,84,73.8,1177,0,0.1,2
2250,392,518,75.7,6945,4,2.7,33
2251,0,2,0.0,0,0,0.0,0
2252,524,677,77.4,8099,3,2.9,19
2253,91,127,71.7,1636,0,0.3,4
2254,262,365,71.8,3546,2,1.1,10
2255,1100,1357,81.1,17098,3,2.1,16
2256,438,602,72.8,6741,4,3.3,26
2257,1055,1168,90.3,22606,0,0.1,2
2258,371,512,72.5,7851,2,1.7,10
2259,458,669,68.5,9443,2,1.4,15
2260,686,917,74.8,15466,2,2.0,29
2261,864,1036,83.4,18915,0,0.1,2
2262,576,767,75.1,14600,0,0.1,4
2263,220,281,78.3,3353,1,1.4,11
2264,121,169,71.6,2075,0,0.0,0
2265,220,322,68.3,2658,2,3.0,18
2266,11,14,78.6,126,0,0.0,0
2267,155,248,62.5,2791,2,0.8,10
2268,530,678,78.2,9618,2,2.0,14
2269,645,795,81.1,15954,0,0.0,1
2270,152,194,78.4,3406,0,0.3,3
2271,256,342,74.9,4267,1,1.1,7
2272,904,1178,76.7,27945,0,0.4,3
2273,41,52,78.8,607,1,0.2,2
2274,1178,1555,75.8,22364,1,2.5,28
2275,41,53,77.4,744,0,0.0,0
2276,543,758,71.6,11076,0,1.0,15
2277,494,567,87.1,10391,0,0.2,4
2278,1379,1634,84.4,25039,3,3.2,40
2279,1282,1426,89.9,29315,0,0.0,1
2280,566,678,83.5,8930,1,0.8,11
2281,457,542,84.3,8805,0,0.4,9
2282,193,317,60.9,6174,0,0.0,1
2283,389,454,85.7,6141,0,0.2,4
2284,668,979,68.2,21650,0,0.0,0
2285,387,489,79.1,8803,3,1.2,13
2286,325,399,81.5,6705,0,0.0,1
2287,141,235,60.0,1769,1,0.4,5
2288,91,135,67.4,1088,0,0.2,4
2289,575,849,67.7,21204,0,0.2,1
2290,775,1070,72.4,12771,1,3.9,42
2291,1487,1663,89.4,23095,2,2.2,13
2292,274,356,77.0,4949,0,0.4,7
2293,77,83,92.8,1444,0,0.1,3
2294,422,515,81.9,7644,2,1.0,15
2295,841,1138,73.9,26634,0,0.4,2
2296,386,498,77.5,7356,0,1.0,9
2297,145,195,74.4,2401,0,0.0,2
2298,1446,1745,82.9,25781,3,3.4,54
2299,334,401,83.3,5496,2,2.0,15
2300,90,109,82.6,1637,0,0.2,3
2301,162,222,73.0,2388,2,2.5,15
2302,1121,1296,86.5,16834,0,1.3,20
2303,4,4,100.0,45,0,0.0,0
2304,791,1091,72.5,19393,2,3.7,42
2305,38,42,90.5,972,0,0.0,0
2306,909,1165,78.0,18044,4,2.1,19
2307,40,48,83.3,677,0,0.0,0
2308,778,855,91.0,15903,0,0.0,1
2309,78,103,75.7,1042,1,0.6,6
2310,4,4,100.0,81,0,0.0,0
2311,868,1110,78.2,16899,3,3.8,46
2312,104,151,68.9,1915,1,0.1,3
2313,719,835,86.1,13447,2,1.4,15
2314,6,11,54.5,71,0,0.0,0
2315,340,483,70.4,5018,3,4.3,29
2316,1262,1450,87.0,21082,7,5.3,51
2317,1319,1513,87.2,20974,10,5.2,46
2318,66,99,66.7,1181,0,0.0,1
2319,942,1365,69.0,17844,2,2.1,28
2320,176,239,73.6,3024,0,1.1,11
2321,716,1279,56.0,29300,0,0.5,2
2322,1440,1502,95.9,30319,0,0.0,0
2323,450,991,45.4,17400,0,0.0,1
2324,689,860,80.1,14975,0,0.7,11
2325,350,496,70.6,5265,3,2.3,17
2326,490,663,73.9,6954,5,3.6,34
2327,650,1107,58.7,27262,0,0.0,0
2328,70,100,70.0,1208,0,0.0,0
2329,22,29,75.9,411,0,0.0,0
2330,53,70,75.7,937,0,0.1,3
2331,626,738,84.8,12060,1,0.7,9
2332,594,834,71.2,13581,0,0.1,2
2333,820,1162,70.6,28431,0,0.1,2
2334,554,667,83.1,10492,1,1.0,14
2335,1106,1279,86.5,19228,1,1.0,16
2336,3,6,50.0,50,0,0.0,0
2337,348,445,78.2,5737,0,0.3,8
2338,43,83,51.8,1980,0,0.0,0
2339,1190,1399,85.1,22518,3,2.4,18
2340,33,38,86.8,626,0,0.0,0
2341,868,1147,75.7,24707,0,0.0,1
2342,274,378,72.5,4807,0,0.5,6
2343,1005,1341,74.9,18535,7,4.7,54
2344,72,98,73.5,1073,0,0.4,2
2345,1843,1997,92.3,36435,0,0.3,7
2346,84,129,65.1,1243,2,0.5,7
2347,17,26,65.4,210,0,0.1,1
2348,385,543,70.9,6239,7,4.2,30
2349,175,210,83.3,3121,2,0.3,3
2350,1306,1440,90.7,27281,2,1.2,10
2351,50,70,71.4,1556,0,0.0,0
2352,845,1061,79.6,13706,1,0.9,10
2353,30,36,83.3,391,0,0.0,0
2354,135,196,68.9,1646,0,0.4,4
2355,435,635,68.5,7990,5,2.7,33
2356,94,133,70.7,1744,0,0.0,1
2357,522,724,72.1,9101,1,1.2,14
2358,154,219,70.3,2959,0,0.2,6
2359,26,39,66.7,583,0,0.0,1
2360,187,230,81.3,3649,1,0.0,3
2361,39,51,76.5,650,0,0.2,3
2362,317,429,73.9,4428,1,0.9,12
2363,390,568,68.7,5951,4,3.8,27
2364,582,745,78.1,9999,0,1.1,12
2365,4,5,80.0,106,0,0.0,0
2366,1270,1545,82.2,35784,0,0.0,0
2367,1,2,50.0,12,0,0.0,0
2368,503,1130,44.5,26353,0,0.0,0
2369,252,267,94.4,4573,0,0.0,0
2370,168,297,56.6,5903,0,0.0,0
2371,1031,1227,84.0,16658,5,5.3,54
2372,160,206,77.7,2518,0,0.6,5
2373,274,392,69.9,4852,0,0.4,2
2374,295,317,93.1,6676,0,0.0,0
2375,328,340,96.5,6842,0,0.0,0
2376,673,746,90.2,13230,0,0.5,11
2377,99,147,67.3,1757,0,0.4,5
2378,809,1064,76.0,13691,0,1.1,13
2379,717,876,81.8,14465,3,2.5,25
2380,2035,2239,90.9,41675,1,0.3,4
2381,304,446,68.2,4164,1,1.8,17
2382,813,1018,79.9,15484,2,2.9,23
2383,130,152,85.5,3172,0,0.0,0
2384,145,207,70.0,2162,0,0.2,5
2385,42,50,84.0,714,0,0.1,1
2386,17,23,73.9,195,0,0.0,0
2387,172,274,62.8,2871,1,0.6,7
2388,854,962,88.8,19183,2,0.6,3
2389,560,780,71.8,9312,2,2.2,10
2390,149,189,78.8,2772,0,0.2,3
2391,368,460,80.0,8561,0,0.0,0
2392,222,310,71.6,3619,0,0.8,11
2393,710,848,83.7,15778,0,0.5,3
2394,1,2,50.0,26,0,0.0,0
2395,550,727,75.7,10033,3,2.8,27
2396,441,620,71.1,15759,0,0.2,2
2397,1421,1641,86.6,29947,1,1.1,18
2398,906,1199,75.6,20756,3,1.2,8
2399,115,171,67.3,1526,1,0.1,2
2400,983,1217,80.8,13848,1,7.0,47
2401,1406,1897,74.1,24265,4,4.6,33
2402,291,405,71.9,4149,0,0.5,11
2403,616,762,80.8,10533,3,3.0,27
2404,778,969,80.3,15590,4,2.0,24
2405,20,28,71.4,358,0,0.1,3
2406,966,1016,95.1,21068,0,0.1,2
2407,954,1224,77.9,24572,0,0.2,2
2408,347,394,88.1,7051,0,0.3,4
2409,477,634,75.2,12665,2,1.2,9
2410,824,941,87.6,15353,3,0.8,12
2411,1231,1628,75.6,20959,3,1.9,25
2412,366,498,73.5,6949,2,1.1,11
2413,992,1515,65.5,19862,4,2.3,32
2414,664,876,75.8,11383,5,4.6,43
2415,529,697,75.9,8520,8,3.7,30
2416,19,27,70.4,301,0,0.0,0
2417,539,737,73.1,12454,0,0.3,6
2418,14,21,66.7,155,0,0.1,1
2419,164,192,85.4,3510,0,0.0,0
2420,570,612,93.1,13277,1,0.5,2
2421,1,2,50.0,26,0,0.0,0
2422,59,67,88.1,1266,0,0.1,2
2423,454,520,87.3,9900,0,0.0,0
2424,102,127,80.3,1959,0,0.0,1
2425,4,10,40.0,64,0,0.0,0
2426,293,391,74.9,5241,1,1.3,15
2427,579,753,76.9,11104,2,3.8,41
2428,150,172,87.2,2485,0,0.1,1
2429,603,830,72.7,13236,1,0.6,13
2430,342,417,82.0,6015,2,1.5,19
2431,1080,1461,73.9,18954,2,1.5,22
2432,2,2,100.0,19,0,0.0,0
2433,14,18,77.8,279,0,0.0,0
2434,198,308,64.3,2749,1,1.0,14
2435,656,761,86.2,17645,0,0.0,0
2436,281,353,79.6,4862,0,0.1,5
2437,43,59,72.9,1022,0,0.0,0
2438,944,1200,78.7,20306,2,1.3,21
2439,1831,2023,90.5,40146,1,0.5,4
2440,304,410,74.1,5070,2,2.0,18
2441,3,4,75.0,67,0,0.0,0
2442,206,238,86.6,3182,0,0.4,7
2443,179,200,89.5,3279,0,0.2,3
2444,188,232,81.0,3242,0,0.0,0
2445,0,1,0.0,0,0,0.0,0
2446,1010,1096,92.2,23268,0,0.2,1
2447,894,1219,73.3,16472,2,2.7,26
2448,191,239,79.9,4038,0,0.0,1
2449,913,1250,73.0,21245,2,2.0,14
2450,54,59,91.5,1589,0,0.0,0
2451,374,556,67.3,5410,2,2.4,32
2452,726,1035,70.1,13410,1,1.3,13
2453,410,513,79.9,6841,0,0.2,5
2454,592,688,86.0,11156,1,0.1,4
2455,21,24,87.5,335,0,0.0,1
2456,23,28,82.1,394,0,0.0,0
2457,563,767,73.4,11219,0,0.9,13
2458,63,103,61.2,1222,1,0.3,4
2459,0,1,0.0,0,0,0.0,0
2460,285,377,75.6,5128,0,0.3,7
2461,7,10,70.0,126,0,0.0,0
2462,55,74,74.3,884,1,0.8,5
2463,264,355,74.4,4410,0,0.6,8
2464,1250,1419,88.1,32389,2,0.7,2
2465,102,165,61.8,1688,1,0.8,6
2466,145,210,69.0,3860,0,0.0,1
2467,344,440,78.2,5530,2,1.3,14
2468,3,6,50.0,72,0,0.0,0
2469,684,842,81.2,12158,1,1.2,12
2470,1100,1242,88.6,19202,1,0.8,5
2471,12,12,100.0,142,0,0.0,0
2472,54,71,76.1,1373,0,0.0,0
2473,27,37,73.0,518,0,0.0,0
2474,32,41,78.0,704,0,0.0,0
2475,103,164,62.8,1847,1,0.1,3
2476,555,696,79.7,8368,2,2.0,26
2477,0,0,,0,0,0.0,0
2478,156,190,82.1,2691,1,0.9,9
2479,992,1136,87.3,24261,2,0.1,4
2480,736,950,77.5,12343,1,3.9,40
2481,645,910,70.9,11853,4,3.9,40
2482,0,0,,0,0,0.0,0
2483,608,793,76.7,9749,1,1.2,19
2484,473,691,68.5,6322,8,6.8,29
2485,320,368,87.0,5747,0,0.1,3
2486,1455,1804,80.7,27246,6,5.6,52
2487,414,544,76.1,8028,1,1.1,6
2488,32,41,78.0,549,0,0.2,1
2489,251,404,62.1,5933,0,0.1,4
2490,562,722,77.8,13297,1,0.3,3
2491,50,53,94.3,1010,0,0.0,0
2492,232,270,85.9,5217,0,0.1,1
2493,178,230,77.4,2939,2,1.1,8
2494,148,189,78.3,2388,1,1.1,8
2495,506,579,87.4,10175,2,1.8,12
2496,1267,1493,84.9,20704,2,2.5,29
2497,1363,1654,82.4,27185,6,1.8,15
2498,214,271,79.0,3797,0,0.4,6
2499,1367,1644,83.2,24691,3,1.1,14
2500,505,626,80.7,11923,1,0.1,2
2501,981,1098,89.3,21074,0,0.2,4
2502,788,932,84.5,14529,1,0.3,9
2503,1137,1582,71.9,25114,7,5.4,65
2504,307,368,83.4,7045,0,0.0,0
2505,738,914,80.7,12864,2,1.6,18
2506,421,473,89.0,8678,0,0.0,0
2507,332,507,65.5,4961,3,2.7,20
2508,793,906,87.5,15694,1,1.1,14
2509,541,752,71.9,9121,5,4.2,27
2510,810,994,81.5,16210,3,2.1,17
2511,1724,1998,86.3,41893,1,1.6,8
2512,722,1118,64.6,13886,8,5.7,46
2513,150,174,86.2,2748,0,0.0,1
2514,699,813,86.0,17240,1,0.4,5
2515,29,47,61.7,462,0,0.0,0
2516,42,62,67.7,569,0,0.1,4
2517,1135,1339,84.8,21164,0,0.8,17
2518,493,704,70.0,9150,3,2.0,21
2519,802,946,84.8,16087,2,0.6,11
2520,325,460,70.7,5291,1,1.9,13
2521,121,167,72.5,2608,0,1.1,14
2522,399,493,80.9,7081,4,4.1,34
2523,10,12,83.3,203,0,0.0,0
2524,621,942,65.9,10779,9,6.5,50
2525,12,19,63.2,175,0,0.1,1
2526,434,581,74.7,8025,3,2.4,26
2527,803,1078,74.5,14576,1,0.2,7
2528,1249,1544,80.9,23435,5,2.1,34
2529,45,60,75.0,786,1,0.7,4
2530,877,1027,85.4,19033,0,0.1,3
2531,701,939,74.7,21111,0,0.0,0
2532,646,841,76.8,11689,2,0.9,10
2533,23,32,71.9,692,0,0.0,0
2534,4,6,66.7,95,0,0.0,0
2535,295,445,66.3,4743,1,0.8,18
2536,784,918,85.4,14868,4,3.8,31
2537,1069,1549,69.0,21771,8,4.7,64
2538,57,69,82.6,848,0,0.0,0
2539,938,1309,71.7,17623,4,3.5,42
2540,859,1046,82.1,20771,0,0.1,2
2541,567,795,71.3,10966,3,3.6,38
2542,551,597,92.3,9696,0,0.1,2
2543,127,141,90.1,2333,0,0.0,0
2544,77,107,72.0,1253,0,0.1,3
2545,43,51,84.3,897,0,0.0,0
2546,54,74,73.0,746,0,0.0,1
2547,428,581,73.7,7866,1,0.7,7
2548,351,426,82.4,5521,2,0.9,8
2549,162,264,61.4,2497,2,0.8,8
2550,44,52,84.6,1265,0,0.0,0
2551,44,52,84.6,1097,0,0.0,0
2552,749,808,92.7,14432,0,0.0,0
2553,423,621,68.1,6601,2,2.7,25
2554,241,342,70.5,4746,0,2.6,25
2555,1766,1966,89.8,40062,1,0.8,8
2556,316,495,63.8,6957,5,3.0,28
2557,82,114,71.9,1329,0,0.3,2
2558,668,920,72.6,21296,0,0.0,0
2559,303,454,66.7,5012,1,1.6,18
2560,896,992,90.3,15308,0,0.5,8
2561,741,901,82.2,15349,3,1.9,35
2562,29,33,87.9,714,0,0.0,0
2563,1,2,50.0,6,0,0.1,1
2564,25,35,71.4,562,0,0.0,0
2565,479,538,89.0,8591,0,1.3,10
2566,198,318,62.3,3316,0,0.8,2
2567,1015,1207,84.1,21385,0,0.6,4
2568,81,104,77.9,1815,0,0.0,0
2569,174,222,78.4,4655,0,0.2,1
2570,70,94,74.5,1187,0,0.4,3
2571,2,4,50.0,16,0,0.0,0
2572,538,696,77.3,10714,1,1.9,23
2573,460,580,79.3,7730,1,1.0,21
2574,985,1119,88.0,16346,5,3.5,19
2575,1479,1668,88.7,35097,1,0.5,6
2576,314,462,68.0,4777,5,5.4,28
2577,261,396,65.9,4579,3,2.5,19
2578,420,657,63.9,6970,1,3.3,21
2579,46,65,70.8,875,0,0.1,2
2580,818,1070,76.4,16102,1,1.7,27
2581,8,11,72.7,80,0,0.0,0
2582,188,205,91.7,4163,0,0.0,0
2583,546,636,85.8,9642,0,0.4,9
2584,612,768,79.7,10287,0,0.4,7
2585,465,583,79.8,7389,1,1.5,16
2586,418,542,77.1,6945,2,1.3,12
2587,43,63,68.3,1139,0,0.0,0
2588,904,1140,79.3,20915,1,0.8,6
2589,1288,1683,76.5,25481,4,5.1,62
2590,31,41,75.6,688,0,0.0,0
2591,400,482,83.0,7424,1,0.7,8
2592,58,78,74.4,1102,1,0.2,3
2593,639,904,70.7,12872,6,3.2,44
2594,1446,1658,87.2,31160,0,2.6,40
2595,1607,1733,92.7,27030,5,3.0,25
2596,524,709,73.9,8302,2,2.9,30
2597,196,270,72.6,4310,1,0.6,9
2598,930,1112,83.6,19288,1,0.9,3
2599,449,573,78.4,8326,1,0.7,6
2600,641,799,80.2,12888,0,0.1,4
2601,954,1164,82.0,22641,0,0.6,3
2602,1101,1264,87.1,25812,0,0.2,3
2603,243,344,70.6,4267,1,1.5,18
2604,611,848,72.1,11886,4,3.8,39
2605,1115,1252,89.1,17954,2,3.0,21
2606,37,45,82.2,847,0,0.0,0
2607,897,1240,72.3,17360,0,1.4,19
2608,784,942,83.2,16115,1,1.1,24
2609,109,153,71.2,2886,0,0.0,0
2610,929,1260,73.7,17043,0,1.4,19
2611,331,466,71.0,6088,1,1.6,13
2612,70,110,63.6,1025,0,0.0,1
2613,134,144,93.1,2329,0,0.1,3
2614,60,89,67.4,1802,0,0.0,0
2615,60,87,69.0,888,0,0.2,3
2616,257,344,74.7,4282,0,0.5,5
2617,8,13,61.5,137,0,0.0,0
2618,449,533,84.2,5982,2,1.5,14
2619,161,190,84.7,3102,0,0.4,2
2620,236,343,68.8,3453,0,1.2,15
2621,776,830,93.5,17688,0,0.0,1
2622,669,773,86.5,15987,0,0.2,3
2623,60,73,82.2,958,0,0.1,1
2624,429,604,71.0,6712,7,5.7,34
2625,338,433,78.1,5888,0,1.1,8
2626,1525,1645,92.7,35291,3,0.7,10
2627,2,2,100.0,52,0,0.0,0
2628,113,169,66.9,1949,1,0.3,3
2629,576,655,87.9,11400,2,0.2,7
2630,102,138,73.9,1143,1,1.0,8
2631,259,304,85.2,5358,0,0.1,1
2632,118,149,79.2,1905,2,0.2,3
2633,63,81,77.8,1044,0,0.0,0
2634,351,488,71.9,8398,0,0.1,2
2635,611,684,89.3,11043,0,0.3,8
2636,266,405,65.7,4309,3,2.8,19
2637,276,356,77.5,4615,1,1.2,11
2638,1884,2144,87.9,38487,4,2.2,17
2639,337,436,77.3,5293,0,0.5,4
2640,183,214,85.5,3054,0,0.1,2
2641,24,25,96.0,451,0,0.0,1
2642,528,606,87.1,11527,0,0.1,3
2643,1676,2064,81.2,24863,4,2.9,26
2644,18,19,94.7,382,0,0.0,0
2645,932,1260,74.0,15576,0,0.2,5
2646,1458,1971,74.0,27741,3,5.1,61
2647,1286,1601,80.3,22598,6,2.6,20
2648,1,4,25.0,17,0,0.0,0
2649,21,31,67.7,306,0,0.4,1
2650,1547,1824,84.8,33747,1,1.0,10
2651,533,818,65.2,7703,3,2.3,37
2652,753,824,91.4,16680,0,0.4,4
2653,827,1040,79.5,13336,0,0.5,6
2654,131,169,77.5,1789,0,0.2,3
2655,1612,1888,85.4,29924,2,1.6,15
2656,803,1063,75.5,14343,2,2.0,20
2657,764,1065,71.7,11688,8,8.9,53
2658,1381,1854,74.5,28442,6,5.1,51
2659,29,44,65.9,440,1,0.5,2
2660,70,103,68.0,2328,0,0.0,0
2661,1477,1628,90.7,25473,0,1.3,18
2662,408,582,70.1,7490,2,1.2,16
2663,635,885,71.8,12141,1,1.7,16
2664,531,636,83.5,8464,0,0.6,13
2665,510,710,71.8,8050,1,2.6,25
2666,165,205,80.5,3196,0,0.1,2
2667,1247,1600,77.9,22452,7,6.9,71
2668,299,368,81.3,5216,1,0.8,12
2669,61,73,83.6,842,0,0.0,0
2670,345,535,64.5,5193,1,3.2,25
2671,454,609,74.5,8882,0,1.6,15
2672,1466,1656,88.5,28421,0,1.1,18
2673,152,186,81.7,2124,0,0.2,3
2674,1688,1794,94.1,29168,5,2.8,13
2675,18,27,66.7,224,0,0.1,1
2676,465,674,69.0,8913,3,1.7,18
2677,17,21,81.0,243,0,0.1,1
2678,312,483,64.6,4073,1,0.9,19
2679,386,448,86.2,7347,0,1.1,8
2680,1656,1886,87.8,34314,2,1.0,15
2681,93,110,84.5,1819,0,0.0,2
2682,338,424,79.7,5557,1,2.6,18
2683,314,451,69.6,5683,4,2.7,25
2684,228,316,72.2,3725,0,0.3,7
2685,48,93,51.6,2772,0,0.0,0
2686,882,1064,82.9,14522,2,1.4,8
2687,207,247,83.8,4034,0,0.0,0
2688,489,570,85.8,12006,1,0.6,5
2689,40,52,76.9,525,0,0.1,1
2690,89,111,80.2,1190,0,0.3,4
2691,565,735,76.9,11171,0,1.2,17
2692,506,634,79.8,9081,4,3.0,22
2693,425,517,82.2,9299,0,0.6,9
2694,247,326,75.8,4075,0,0.4,4
2695,572,790,72.4,8789,5,3.0,31
2696,762,827,92.1,16115,1,0.4,6
2697,12,15,80.0,165,0,0.0,0
2698,935,1188,78.7,15092,3,3.2,36
2699,787,908,86.7,14796,2,0.9,11
2700,1227,1560,78.7,21625,2,1.6,17
2701,1333,1498,89.0,23177,0,0.8,18
2702,44,58,75.9,669,0,0.1,2
2703,356,447,79.6,6688,2,3.2,24
2704,809,874,92.6,16794,0,0.7,4
2705,458,601,76.2,6597,6,4.6,36
2706,200,246,81.3,3586,1,0.6,6
2707,213,331,64.4,3525,1,1.6,10
2708,245,303,80.9,4529,1,0.5,5
2709,11,14,78.6,258,0,0.1,1
2710,1,1,100.0,9,0,0.0,0
2711,512,800,64.0,16360,0,0.1,1
2712,1758,2015,87.2,31856,4,3.8,49
2713,180,270,66.7,3547,0,0.8,14
2714,492,609,80.8,10845,1,0.1,1
2715,1186,1667,71.1,23374,2,1.6,23
2716,1198,1348,88.9,20860,0,1.7,18
2717,1004,1217,82.5,27384,0,0.0,0
2718,67,88,76.1,833,0,0.0,1
2719,16,18,88.9,242,0,0.2,2
2720,273,381,71.7,4331,0,0.5,10
2721,109,154,70.8,1848,1,0.6,4
2722,274,363,75.5,4428,2,1.9,14
2723,1772,1982,89.4,41239,0,0.2,1
2724,1467,1670,87.8,30494,1,0.6,5
2725,351,429,81.8,6345,0,0.4,6
2726,365,420,86.9,7003,0,0.2,5
2727,112,126,88.9,2163,0,0.0,0
2728,437,538,81.2,8324,0,0.3,3
2729,4,4,100.0,54,0,0.0,0
2730,61,82,74.4,1131,0,0.0,0
2731,1308,1617,80.9,22526,6,5.2,60
2732,552,698,79.1,9010,5,4.2,39
