Rk,Gls,Sh,SoT,SoT%,SoT/90,G/Sh,PK,PKatt,xG
465,0,3,0,0.0,0.00,0.00,0,0,0.1
466,2,14,8,57.1,0.49,0.14,0,0,1.3
467,1,17,4,23.5,0.20,0.06,0,0,1.6
468,0,0,0,,0.00,,0,0,0.0
469,1,3,1,33.3,0.05,0.33,0,0,0.5
470,2,31,8,25.8,0.60,0.06,0,0,3.2
471,2,17,5,29.4,0.16,0.12,0,0,1.3
472,0,10,2,20.0,0.42,0.00,0,0,0.6
473,2,14,3,21.4,0.45,0.14,0,0,0.8
474,3,48,11,22.9,0.37,0.06,0,0,3.0
475,1,9,1,11.1,0.15,0.11,0,0,0.5
476,0,2,1,50.0,0.04,0.00,0,0,0.3
477,4,28,10,35.7,1.49,0.11,1,1,7.6
478,11,39,14,35.9,0.51,0.08,8,8,8.4
479,0,13,3,23.1,0.16,0.00,0,0,0.5
480,0,4,0,0.0,0.00,0.00,0,0,0.2
481,0,0,0,,0.00,,0,0,0.0
482,0,5,1,20.0,0.04,0.00,0,0,0.3
483,0,9,3,33.3,0.11,0.00,0,0,0.4
484,2,5,2,40.0,0.14,0.40,0,0,0.4
485,1,10,4,40.0,0.86,0.10,0,0,1.2
486,1,7,3,42.9,1.11,0.14,0,0,0.6
487,1,1,1,100.0,0.16,1.00,0,0,0.1
488,0,0,0,,0.00,,0,0,0.0
489,0,7,0,0.0,0.00,0.00,0,0,0.2
490,0,1,0,0.0,0.00,0.00,0,0,0.1
491,0,9,0,0.0,0.00,0.00,0,0,0.5
492,1,12,2,16.7,0.16,0.08,0,0,0.8
493,3,13,3,23.1,0.12,0.23,0,0,2.0
494,5,19,8,42.1,0.59,0.26,0,0,1.8
495,2,15,6,40.0,0.80,0.13,0,0,1.9
496,4,48,14,29.2,0.61,0.08,0,2,6.6
497,0,3,0,0.0,0.00,0.00,0,0,0.1
498,6,23,9,39.1,0.62,0.22,1,2,4.5
499,1,19,3,15.8,0.13,0.05,0,0,0.7
500,0,5,0,0.0,0.00,0.00,0,0,0.6
501,0,8,2,25.0,0.09,0.00,0,0,0.4
502,0,2,0,0.0,0.00,0.00,0,0,0.1
503,0,3,0,0.0,0.00,0.00,0,0,0.1
504,0,3,2,66.7,1.26,0.00,0,0,0.1
505,1,21,7,33.3,0.68,0.05,0,0,2.9
506,1,1,1,100.0,0.45,1.00,0,0,0.2
507,11,109,40,36.7,1.37,0.09,1,2,11.3
508,3,15,6,40.0,0.23,0.20,0,0,0.9
509,0,2,0,0.0,0.00,0.00,0,0,0.2
510,0,1,0,0.0,0.00,0.00,0,0,0.1
511,0,11,2,18.2,0.14,0.00,0,0,0.3
512,1,7,2,28.6,0.20,0.14,0,0,0.5
513,4,38,17,44.7,1.02,0.11,0,0,3.8
514,0,7,2,28.6,0.10,0.00,0,0,0.7
515,3,50,11,22.0,0.49,0.06,0,0,3.5
516,0,0,0,,0.00,,0,0,0.0
517,0,0,0,,0.00,,0,0,0.0
518,0,7,1,14.3,0.06,0.00,0,0,0.3
519,0,1,0,0.0,0.00,0.00,0,0,0.0
520,0,0,0,,0.00,,0,0,0.0
521,0,11,2,18.2,0.08,0.00,0,0,0.4
522,0,0,0,,0.00,,0,0,0.0
523,0,1,1,100.0,1.80,0.00,0,0,0.1
524,1,6,2,33.3,0.10,0.17,0,0,0.4
525,2,6,4,66.7,0.30,0.33,0,0,1.3
526,0,1,0,0.0,0.00,0.00,0,0,0.4
527,1,38,11,28.9,0.61,0.03,0,0,3.0
528,0,0,0,,0.00,,0,0,0.0
529,0,0,0,,0.00,,0,0,0.0
530,0,0,0,,0.00,,0,0,0.0
531,0,1,0,0.0,0.00,0.00,0,0,0.3
532,0,4,2,50.0,0.10,0.00,0,0,0.2
533,1,17,5,29.4,0.46,0.06,0,0,1.5
534,0,0,0,,0.00,,0,0,0.0
535,0,0,0,,0.00,,0,0,0.0
536,1,8,4,50.0,0.47,0.13,0,0,0.4
537,1,8,2,25.0,0.18,0.13,0,0,0.6
538,0,8,3,37.5,0.15,0.00,0,0,0.7
539,0,0,0,,0.00,,0,0,0.0
540,0,5,2,40.0,2.20,0.00,0,0,0.4
541,0,23,5,21.7,0.16,0.00,0,0,2.9
542,1,17,1,5.9,0.03,0.06,0,1,1.7
543,0,0,0,,0.00,,0,0,0.0
544,0,0,0,,0.00,,0,0,0.0
545,1,6,4,66.7,0.55,0.17,0,0,1.3
546,4,37,15,40.5,0.90,0.11,0,0,4.2
547,0,8,2,25.0,0.09,0.00,0,0,0.7
548,3,38,13,34.2,0.93,0.08,0,0,3.1
549,0,0,0,,0.00,,0,0,0.0
550,0,1,0,0.0,0.00,0.00,0,0,0.0
551,0,9,2,22.2,0.13,0.00,0,0,0.3
552,1,13,2,15.4,0.07,0.08,0,0,0.8
553,0,10,1,10.0,0.05,0.00,0,0,0.4
554,0,0,0,,0.00,,0,0,0.0
555,0,3,1,33.3,0.33,0.00,0,0,0.1
556,1,25,8,32.0,0.50,0.04,0,0,1.5
557,13,64,26,40.6,1.17,0.20,0,0,9.6
558,2,5,2,40.0,0.49,0.40,0,0,1.8
559,0,4,1,25.0,0.34,0.00,0,0,0.6
560,0,18,5,27.8,0.17,0.00,0,0,1.7
561,12,45,20,44.4,1.20,0.27,0,0,7.2
562,4,24,13,54.2,0.88,0.17,0,0,2.7
563,0,2,1,50.0,0.26,0.00,0,0,0.1
564,5,44,17,38.6,0.74,0.11,0,0,6.6
565,9,77,37,48.1,1.66,0.12,0,0,9.8
566,0,5,2,40.0,0.19,0.00,0,0,0.2
567,0,1,0,0.0,0.00,0.00,0,0,0.0
568,1,3,2,66.7,0.99,0.33,0,0,0.8
569,0,0,0,,0.00,,0,0,0.0
570,1,16,4,25.0,0.26,0.06,0,0,1.3
571,5,33,8,24.2,0.53,0.09,2,3,6.9
572,1,20,8,40.0,0.90,0.05,0,0,1.1
573,0,2,1,50.0,0.06,0.00,0,0,0.1
574,1,19,7,36.8,1.20,0.05,0,0,1.6
575,0,1,0,0.0,0.00,0.00,0,0,0.1
576,0,0,0,,0.00,,0,0,0.0
577,4,47,19,40.4,1.06,0.09,0,0,5.1
578,0,5,1,20.0,0.14,0.00,0,0,0.4
579,3,34,11,32.4,0.68,0.09,0,0,1.9
580,0,1,1,100.0,0.03,0.00,0,0,0.1
581,8,56,26,46.4,1.66,0.13,1,1,7.7
582,0,2,1,50.0,0.16,0.00,0,0,0.1
583,0,0,0,,0.00,,0,0,0.0
584,3,18,5,27.8,0.17,0.17,0,0,1.2
585,8,13,2,15.4,0.09,0.08,7,9,7.2
586,1,29,9,31.0,0.50,0.03,0,0,1.2
587,0,0,0,,0.00,,0,0,0.0
588,0,7,3,42.9,0.31,0.00,0,0,0.2
589,2,20,5,25.0,0.17,0.10,0,0,1.4
590,5,45,14,31.1,0.85,0.11,0,0,4.3
591,1,31,6,19.4,0.17,0.03,0,0,1.8
592,0,0,0,,0.00,,0,0,0.0
593,0,0,0,,0.00,,0,0,0.0
594,1,12,1,8.3,0.29,0.08,0,0,0.6
595,6,35,15,42.9,1.81,0.17,0,0,3.3
596,0,16,7,43.8,2.26,0.00,0,0,2.2
597,0,0,0,,0.00,,0,0,0.0
598,4,22,12,54.5,1.29,0.18,0,0,4.1
599,2,11,3,27.3,0.91,0.18,0,0,2.4
600,7,53,15,28.3,0.76,0.04,5,5,6.2
601,1,11,6,54.5,0.24,0.09,0,0,1.2
602,0,0,0,,0.00,,0,0,0.0
603,2,6,3,50.0,0.35,0.33,0,0,0.6
604,4,7,4,57.1,0.26,0.57,0,0,1.8
605,0,1,0,0.0,0.00,0.00,0,0,0.0
606,0,2,0,0.0,0.00,0.00,0,0,0.0
607,0,0,0,,0.00,,0,0,0.0
608,1,6,3,50.0,0.12,0.17,0,0,0.5
609,1,8,3,37.5,0.24,0.13,0,0,0.7
610,4,23,10,43.5,1.17,0.17,0,0,3.0
611,0,2,0,0.0,0.00,0.00,0,0,0.1
612,0,2,0,0.0,0.00,0.00,0,0,0.0
613,0,13,4,30.8,0.65,0.00,0,0,1.1
614,0,0,0,,0.00,,0,0,0.0
615,0,6,2,33.3,0.18,0.00,0,0,0.6
616,0,0,0,,0.00,,0,0,0.0
617,0,1,0,0.0,0.00,0.00,0,0,0.2
618,0,0,0,,0.00,,0,0,0.0
619,2,14,4,28.6,0.25,0.14,0,0,0.7
620,0,8,2,25.0,0.14,0.00,0,0,0.4
621,0,1,0,0.0,0.00,0.00,0,0,0.1
622,1,19,6,31.6,0.29,0.05,0,0,1.2
623,0,0,0,,0.00,,0,0,0.0
624,2,52,9,17.3,0.30,0.04,0,0,2.6
625,3,43,14,32.6,0.56,0.07,0,0,3.1
626,1,7,2,28.6,0.07,0.14,0,0,0.8
627,3,12,5,41.7,0.20,0.25,0,0,2.1
628,0,7,1,14.3,0.06,0.00,0,0,0.2
629,1,17,5,29.4,0.22,0.06,0,0,1.9
630,0,16,5,31.3,0.82,0.00,0,0,2.0
631,1,4,1,25.0,0.13,0.25,0,0,0.4
632,2,23,7,30.4,0.27,0.09,0,0,2.1
633,13,96,27,28.1,0.87,0.11,2,2,7.6
634,0,9,3,33.3,0.18,0.00,0,0,0.9
635,7,86,30,34.9,0.96,0.08,0,0,5.3
636,0,1,0,0.0,0.00,0.00,0,0,0.0
637,0,23,5,21.7,0.20,0.00,0,0,2.0
638,2,15,5,33.3,0.34,0.13,0,0,1.3
639,1,12,3,25.0,0.15,0.08,0,0,0.9
640,10,38,16,42.1,0.65,0.13,5,6,9.8
641,3,20,8,40.0,0.73,0.10,1,1,3.2
642,0,0,0,,0.00,,0,0,0.0
643,1,9,2,22.2,0.25,0.11,0,0,0.4
644,2,27,9,33.3,0.65,0.04,1,1,2.3
645,0,7,4,57.1,0.29,0.00,0,0,0.3
646,0,3,0,0.0,0.00,0.00,0,0,0.5
647,0,0,0,,0.00,,0,0,0.0
648,0,0,0,,0.00,,0,0,0.0
649,9,83,28,33.7,1.11,0.11,0,2,10.8
650,0,3,0,0.0,0.00,0.00,0,0,0.1
651,16,51,21,41.2,0.86,0.24,4,5,11.6
652,1,5,2,40.0,0.50,0.20,0,0,1.0
653,1,2,1,50.0,0.22,0.50,0,0,0.4
654,1,30,8,26.7,0.46,0.03,0,0,2.8
655,0,4,2,50.0,0.15,0.00,0,0,0.4
656,1,4,1,25.0,0.10,0.25,0,0,0.3
657,0,5,2,40.0,0.08,0.00,0,0,0.7
658,4,20,5,25.0,0.16,0.20,0,0,1.7
659,3,20,7,35.0,1.04,0.15,0,0,1.6
660,0,10,1,10.0,0.04,0.00,0,0,1.1
661,0,28,4,14.3,0.19,0.00,0,0,1.5
662,9,46,19,41.3,1.68,0.17,1,1,5.0
663,0,3,2,66.7,0.18,0.00,0,0,0.8
664,2,18,5,27.8,0.24,0.11,0,0,1.4
665,0,4,2,50.0,0.97,0.00,0,0,0.4
666,0,7,4,57.1,2.40,0.00,0,0,0.4
667,4,63,22,34.9,0.94,0.05,1,1,5.3
668,0,4,1,25.0,0.44,0.00,0,0,0.6
669,8,30,14,46.7,0.97,0.23,1,2,6.3
670,2,23,8,34.8,0.67,0.09,0,0,2.4
671,3,22,6,27.3,0.18,0.14,0,0,3.1
672,8,73,22,30.1,0.99,0.10,1,2,9.3
673,7,39,18,46.2,0.89,0.15,1,1,5.3
674,1,7,2,28.6,0.15,0.14,0,0,0.8
675,5,41,23,56.1,1.17,0.12,0,0,4.8
676,0,1,1,100.0,0.06,0.00,0,0,0.0
677,2,11,5,45.5,0.33,0.18,0,0,1.7
678,0,5,2,40.0,0.15,0.00,0,0,0.9
679,12,72,26,36.1,1.07,0.15,1,3,10.5
680,0,5,2,40.0,0.12,0.00,0,0,0.1
681,0,0,0,,0.00,,0,0,0.0
682,5,43,15,34.9,0.80,0.09,1,1,6.5
683,0,0,0,,0.00,,0,0,0.0
684,1,9,3,33.3,0.18,0.00,1,1,1.0
685,0,3,2,66.7,2.77,0.00,0,0,0.4
686,1,16,1,6.3,0.03,0.06,0,0,0.7
687,2,5,4,80.0,0.19,0.40,0,0,0.8
688,0,8,1,12.5,0.07,0.00,0,0,1.0
689,0,29,5,17.2,0.15,0.00,0,0,1.5
690,5,30,14,46.7,0.37,0.17,0,0,2.7
691,0,0,0,,0.00,,0,0,0.0
692,4,19,6,31.6,0.41,0.21,0,0,1.9
693,0,13,3,23.1,0.52,0.00,0,0,0.6
694,0,1,0,0.0,0.00,0.00,0,0,0.0
695,0,9,1,11.1,0.10,0.00,0,0,0.4
696,2,14,8,57.1,1.08,0.14,0,0,1.3
697,3,15,6,40.0,0.20,0.20,0,0,1.5
698,1,26,7,26.9,0.28,0.04,0,0,1.1
699,0,1,1,100.0,0.75,0.00,0,0,0.1
700,1,15,2,13.3,0.07,0.07,0,0,2.3
701,0,0,0,,0.00,,0,0,0.0
702,0,5,1,20.0,0.03,0.00,0,0,0.2
703,2,20,7,35.0,0.68,0.10,0,0,2.5
704,0,0,0,,0.00,,0,0,0.0
705,1,20,6,30.0,0.26,0.05,0,0,2.3
706,2,22,3,13.6,0.10,0.09,0,0,1.8
707,0,1,0,0.0,0.00,0.00,0,0,0.1
708,0,1,1,100.0,0.03,0.00,0,0,0.4
709,4,34,15,44.1,0.48,0.12,0,0,4.9
710,11,42,25,59.5,1.19,0.26,0,0,7.1
711,0,4,2,50.0,1.22,0.00,0,0,0.1
712,0,0,0,,0.00,,0,0,0.0
713,0,10,1,10.0,0.13,0.00,0,0,0.5
714,1,9,2,22.2,0.10,0.11,0,0,0.5
715,0,0,0,,0.00,,0,0,0.0
716,0,15,7,46.7,1.03,0.00,0,0,1.1
717,7,38,13,34.2,0.69,0.13,2,2,6.7
718,0,0,0,,0.00,,0,0,0.0
719,1,16,3,18.8,0.13,0.06,0,0,0.9
720,1,22,3,13.6,0.15,0.05,0,0,1.8
721,8,32,17,53.1,1.04,0.25,0,0,6.7
722,4,62,12,19.4,0.34,0.06,0,0,5.0
723,0,0,0,,0.00,,0,0,0.0
724,2,41,8,19.5,0.42,0.02,1,1,2.9
725,0,0,0,,0.00,,0,0,0.0
726,0,0,0,,0.00,,0,0,0.0
727,0,1,1,100.0,5.63,0.00,0,0,0.1
728,1,15,3,20.0,0.19,0.07,0,0,1.2
729,0,2,0,0.0,0.00,0.00,0,0,0.5
730,0,0,0,,0.00,,0,0,0.0
731,0,13,6,46.2,0.79,0.00,0,0,1.6
732,3,21,8,38.1,0.45,0.14,0,0,2.4
733,0,2,0,0.0,0.00,0.00,0,0,0.1
734,0,0,0,,0.00,,0,0,0.0
735,1,13,5,38.5,0.70,0.08,0,0,2.6
736,3,10,4,40.0,0.12,0.30,0,0,1.2
737,0,3,0,0.0,0.00,0.00,0,0,0.3
738,0,4,1,25.0,0.19,0.00,0,0,0.2
739,0,20,8,40.0,0.27,0.00,0,0,1.3
740,0,0,0,,0.00,,0,0,0.0
741,0,5,0,0.0,0.00,0.00,0,0,0.1
742,0,0,0,,0.00,,0,0,0.0
743,0,10,3,30.0,0.37,0.00,0,0,0.8
744,0,7,5,71.4,1.01,0.00,0,0,0.5
745,1,6,1,16.7,0.07,0.17,0,0,1.5
746,0,14,4,28.6,0.69,0.00,0,0,0.9
747,0,1,1,100.0,0.07,0.00,0,0,0.1
748,1,15,5,33.3,0.51,0.07,0,0,0.7
749,1,15,3,20.0,0.32,0.07,0,0,1.3
750,3,30,10,33.3,0.28,0.10,0,0,4.2
751,0,13,3,23.1,0.53,0.00,0,0,0.7
752,0,1,1,100.0,0.56,0.00,0,0,0.0
753,1,6,3,50.0,0.71,0.17,0,0,1.0
754,0,2,1,50.0,0.08,0.00,0,0,0.1
755,11,100,35,35.0,1.46,0.10,1,1,8.8
756,16,125,46,36.8,1.45,0.13,0,0,18.0
757,1,16,4,25.0,0.52,0.06,0,0,0.6
758,0,17,0,0.0,0.00,0.00,0,0,1.2
759,1,14,7,50.0,1.58,0.07,0,0,0.9
760,0,0,0,,0.00,,0,0,0.0
761,2,28,5,17.9,0.14,0.07,0,0,2.2
762,1,15,6,40.0,1.06,0.07,0,0,0.9
763,1,42,11,26.2,0.35,0.02,0,0,2.5
764,1,12,4,33.3,0.15,0.08,0,0,1.0
765,0,17,2,11.8,0.08,0.00,0,0,1.6
766,0,0,0,,0.00,,0,0,0.0
767,1,23,8,34.8,0.63,0.04,0,0,1.9
768,0,0,0,,0.00,,0,0,0.0
769,1,5,1,20.0,0.09,0.20,0,0,0.2
770,0,8,1,12.5,0.06,0.00,0,0,0.7
771,1,8,1,12.5,0.03,0.13,0,0,0.6
772,2,6,3,50.0,0.13,0.33,0,0,0.7
773,2,37,14,37.8,0.92,0.03,1,1,2.8
774,8,44,18,40.9,1.05,0.18,0,1,9.0
775,3,23,4,17.4,0.13,0.13,0,0,1.2
776,0,4,1,25.0,0.31,0.00,0,0,0.9
777,0,2,0,0.0,0.00,0.00,0,0,0.0
778,4,39,18,46.2,1.17,0.10,0,0,3.9
779,4,21,8,38.1,0.90,0.19,0,0,3.7
780,1,7,1,14.3,0.06,0.14,0,0,0.8
781,1,30,6,20.0,0.29,0.03,0,0,2.6
782,0,10,4,40.0,0.44,0.00,0,0,0.5
783,2,26,9,34.6,0.74,0.08,0,0,1.9
784,1,25,9,36.0,1.15,0.04,0,0,2.5
785,0,23,5,21.7,0.27,0.00,0,0,1.7
786,0,0,0,,0.00,,0,0,0.0
787,1,8,6,75.0,0.70,0.13,0,0,0.8
788,1,53,11,20.8,0.47,0.02,0,0,2.4
789,3,22,8,36.4,0.32,0.14,0,0,1.7
790,1,10,3,30.0,1.36,0.00,1,1,1.7
791,0,0,0,,0.00,,0,0,0.0
792,0,2,1,50.0,0.42,0.00,0,0,0.3
793,1,18,3,16.7,0.09,0.06,0,0,1.3
794,1,9,3,33.3,0.47,0.11,0,0,0.6
795,0,5,2,40.0,0.46,0.00,0,0,0.1
796,0,7,2,28.6,0.12,0.00,0,0,0.3
797,0,2,1,50.0,0.58,0.00,0,0,0.1
798,1,24,10,41.7,0.27,0.04,0,0,2.6
799,4,33,16,48.5,0.62,0.09,1,2,2.8
800,0,5,1,20.0,0.25,0.00,0,0,0.5
801,0,2,1,50.0,2.14,0.00,0,0,0.1
802,0,0,0,,0.00,,0,0,0.0
803,2,12,4,33.3,0.17,0.17,0,0,0.4
804,0,4,0,0.0,0.00,0.00,0,0,0.1
805,0,9,1,11.1,0.10,0.00,0,0,0.5
806,0,0,0,,0.00,,0,0,0.0
807,0,0,0,,0.00,,0,0,0.0
808,0,8,2,25.0,0.45,0.00,0,0,0.4
809,0,0,0,,0.00,,0,0,0.0
810,4,57,22,38.6,0.98,0.07,0,0,3.1
811,0,0,0,,0.00,,0,0,0.0
812,0,0,0,,0.00,,0,0,0.0
813,0,0,0,,0.00,,0,0,0.0
814,0,3,2,66.7,1.76,0.00,0,0,0.2
815,2,12,2,16.7,0.35,0.00,2,3,3.0
816,0,0,0,,0.00,,0,0,0.0
817,0,2,0,0.0,0.00,0.00,0,0,0.1
818,1,13,4,30.8,0.27,0.08,0,0,1.5
819,5,42,13,31.0,0.36,0.12,0,0,4.4
820,0,6,1,16.7,0.21,0.00,0,0,0.1
821,2,23,6,26.1,0.66,0.09,0,0,1.7
822,7,33,12,36.4,1.05,0.21,0,0,3.6
823,2,10,5,50.0,0.23,0.20,0,0,0.5
824,0,14,3,21.4,0.41,0.00,0,0,1.6
825,1,4,1,25.0,0.07,0.25,0,0,0.3
826,0,8,3,37.5,0.16,0.00,0,0,0.6
827,1,9,3,33.3,0.19,0.11,0,0,0.7
828,0,1,0,0.0,0.00,0.00,0,0,0.0
829,7,101,40,39.6,1.36,0.06,1,1,7.4
830,1,20,5,25.0,0.21,0.05,0,0,1.1
831,1,8,1,12.5,0.04,0.13,0,0,0.5
832,0,1,0,0.0,0.00,0.00,0,0,0.0
833,0,5,0,0.0,0.00,0.00,0,0,0.2
834,6,64,18,28.1,0.93,0.09,0,0,7.4
835,0,5,1,20.0,0.04,0.00,0,0,0.1
836,3,46,14,30.4,0.56,0.07,0,0,3.1
837,8,40,14,35.0,1.06,0.10,4,4,5.9
838,1,22,2,9.1,0.12,0.05,0,0,0.8
839,0,2,0,0.0,0.00,0.00,0,0,0.0
840,0,0,0,,0.00,,0,0,0.0
841,0,3,0,0.0,0.00,0.00,0,0,
842,0,0,0,,0.00,,0,0,0.0
843,0,0,0,,0.00,,0,0,0.0
844,10,45,18,40.0,0.74,0.20,1,1,8.7
845,2,16,6,37.5,0.21,0.13,0,0,1.7
846,1,7,3,42.9,0.48,0.14,0,0,1.0
847,2,10,4,40.0,0.22,0.20,0,0,0.7
848,0,17,2,11.8,0.08,0.00,0,0,1.1
849,2,14,6,42.9,0.20,0.14,0,0,2.1
850,1,18,6,33.3,0.45,0.06,0,0,1.5
851,0,4,1,25.0,0.09,0.00,0,0,0.3
852,1,7,6,85.7,0.94,0.14,0,0,1.2
853,0,11,4,36.4,0.31,0.00,0,0,0.5
854,0,10,0,0.0,0.00,0.00,0,0,0.6
855,3,18,7,38.9,0.65,0.11,1,1,4.3
856,9,100,37,37.0,1.11,0.09,0,0,13.4
857,1,4,1,25.0,0.09,0.25,0,0,0.6
858,5,32,12,37.5,0.43,0.16,0,0,3.4
859,0,0,0,,0.00,,0,0,0.0
860,1,17,5,29.4,0.48,0.06,0,0,1.1
861,0,14,2,14.3,0.18,0.00,0,0,0.6
862,0,8,1,12.5,0.12,0.00,0,0,0.3
863,5,34,14,41.2,1.40,0.15,0,0,4.4
864,0,10,0,0.0,0.00,0.00,0,0,0.4
865,3,46,13,28.3,0.52,0.07,0,0,2.7
866,1,6,1,16.7,0.07,0.17,0,0,0.7
867,1,15,4,26.7,0.36,0.07,0,0,0.8
868,0,7,2,28.6,0.30,0.00,0,0,0.3
869,0,8,1,12.5,0.04,0.00,0,0,0.5
870,0,14,3,21.4,0.20,0.00,0,0,1.2
871,1,18,6,33.3,0.24,0.06,0,0,1.9
872,2,37,12,32.4,0.50,0.05,0,0,2.8
873,5,24,8,33.3,0.63,0.13,2,2,4.3
874,2,22,9,40.9,1.24,0.09,0,0,1.6
875,0,1,1,100.0,0.03,0.00,0,0,0.1
876,0,2,0,0.0,0.00,0.00,0,0,0.2
877,0,1,0,0.0,0.00,0.00,0,0,0.1
878,0,0,0,,0.00,,0,0,0.0
879,1,5,2,40.0,0.16,0.20,0,0,0.2
880,0,0,0,,0.00,,0,0,0.0
881,0,1,0,0.0,0.00,0.00,0,0,0.0
882,0,1,0,0.0,0.00,0.00,0,0,0.3
883,0,3,0,0.0,0.00,0.00,0,0,0.2
884,0,3,0,0.0,0.00,0.00,0,0,0.2
885,1,27,12,44.4,0.52,0.04,0,0,3.2
886,0,40,10,25.0,0.42,0.00,0,0,1.9
887,0,3,0,0.0,0.00,0.00,0,0,0.2
888,0,0,0,,0.00,,0,0,0.0
889,0,3,0,0.0,0.00,0.00,0,0,0.1
890,2,19,7,36.8,0.27,0.11,0,0,1.9
891,1,12,3,25.0,0.12,0.08,0,0,1.2
892,2,28,5,17.9,0.16,0.07,0,0,1.7
893,0,0,0,,0.00,,0,0,0.0
894,0,1,0,0.0,0.00,0.00,0,0,0.1
895,0,5,1,20.0,0.12,0.00,0,0,0.2
896,1,34,16,47.1,0.91,0.03,0,0,3.0
897,4,18,9,50.0,2.01,0.22,0,0,2.7
898,0,3,0,0.0,0.00,0.00,0,0,0.1
899,0,0,0,,0.00,,0,0,0.0
900,0,4,2,50.0,0.26,0.00,0,0,0.1
901,11,87,35,40.2,1.55,0.11,1,1,8.0
902,0,0,0,,0.00,,0,0,0.0
903,0,4,1,25.0,0.14,0.00,0,0,0.3
904,0,25,7,28.0,0.60,0.00,0,0,2.1
905,1,2,2,100.0,3.46,0.50,0,0,0.4
906,4,34,17,50.0,0.85,0.12,0,0,4.7
907,3,31,8,25.8,0.28,0.10,0,0,2.6
908,0,0,0,,0.00,,0,0,0.0
909,0,13,2,15.4,0.38,0.00,0,0,0.4
910,3,21,7,33.3,0.72,0.14,0,0,2.4
911,0,3,1,33.3,0.55,0.00,0,0,0.2
912,6,19,10,52.6,0.57,0.32,0,1,5.4
913,0,15,2,13.3,0.10,0.00,0,0,1.0
914,1,11,3,27.3,0.16,0.09,0,0,1.2
915,3,17,6,35.3,0.44,0.18,0,0,2.9
916,0,7,3,42.9,0.19,0.00,0,0,0.5
917,0,14,0,0.0,0.00,0.00,0,0,0.5
918,0,19,5,26.3,0.16,0.00,0,0,1.2
919,0,2,1,50.0,0.11,0.00,0,0,0.6
920,0,4,1,25.0,0.24,0.00,0,0,0.2
921,0,20,7,35.0,0.32,0.00,0,0,2.0
922,0,8,3,37.5,0.27,0.00,0,0,0.2
923,0,0,0,,0.00,,0,0,0.0
924,15,75,27,36.0,0.85,0.11,7,7,10.8
925,8,52,19,36.5,0.78,0.13,1,1,6.5
